#FILE	NUM_FOUND	NlpI_gi_218560235	afaC/draC/daaC_VFG045796	ag43-MS7163	ag43a_CFT073	aufC_ECS88_3823	cdtB_gi_117623644	chuA_gi_26250130	cirA_AE016763_105	cjrC_UTI89_RS25305	clbB_gi_112292718	cnf1_gi_403299	csgE_gi_15801156	ecpC_gi_15799996	eibC_gi_7523529	eibE_gi_7523541	eibG_gi_299150344	eitB_APECO1_RS26190	entS_gi_26246570	fecA_b4291	fepA_gi_26246561	fhuA_b0150	fhuE_b1102	fimD_gi_15804892	fiu_c0890	fliC(H1)_L07387.1	fliC(H4)_AJ536600.1	fliC(H7)_AF228487.1	focH_gi_386638502	fyuA_gi_26248288	hbp/tsh_gi_3288154	hlyA_gi_386641997	hlyF_APECO1_O1CoBM189	hma_gi_26248334	hra1_AAC13751	ibeA_gi_18152905	ibeB_gi_4835717	iha_gi_78057505	ireA_gi_26250982	iroN_gi_26247124	iss_SPG000143	iutA_gi_26249458	kpsD_gi_409035	nhaA_GeneID:944758	ompA_gi_7188818	ompT_SPG000077	papC_gi_26249425	papGIII_ABE1029	papGII_AAN82031	papGI_ELL40467	pic_gi_387610008	pixC_gi_30524679	sat_gi_26249454	sfaH_gi_91210144	sisA_AE016766_93	sitA_gi_386618823	tcpC_gi_26248250	tosA_c0363	traJ_gi_150860	traT_SPG000097	uclC_ABE10308	upaB_ECP_0379	upaC/ehaB_VFG045825	upaE_c2895	upaG/ehaG_beta	upaI_ECP_2276	usp_gi_386617620	vat_gi_386605757	yadV_b0140	ydeT_AE016760_251	yehC_b2110	yfcV_b2339	yqiH_c3793	znuB_AAC74929
ESC_LB2732AA_AS_abricate.tsv	19	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	100.00	100.00	.	100.00
ESC_LB2737AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2738AA_AS_abricate.tsv	48	100.00	.	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	98.58	100.00	100.00	.	.	.	.	100.00	.	100.00	.	100.00	94.84	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	.	99.83	100.00	100.00	100.00	100.00	.	100.00	100.00	99.72	100.00	100.00	100.00	100.00	.	.	100.00
ESC_LB2741AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2745AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2748AA_AS_abricate.tsv	21	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.28	.	.	100.00	83.90	100.00	100.00	.	100.00
ESC_LB2749AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2760AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2761AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2762AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2766AA_AS_abricate.tsv	21	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	100.00	100.00	.	100.00
ESC_LB2769AA_AS_abricate.tsv	19	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2770AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2771AA_AS_abricate.tsv	21	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.28	.	.	100.00	83.90	100.00	100.00	.	100.00
ESC_LB2779AA_AS_abricate.tsv	19	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	100.00	100.00	.	100.00
ESC_LB2781AA_AS_abricate.tsv	21	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.28	.	.	100.00	83.90	100.00	100.00	.	100.00
ESC_LB2786AA_AS_abricate.tsv	21	100.00	.	.	100.00	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	99.91	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	100.00	100.00	.	100.00
ESC_LB2787AA_AS_abricate.tsv	21	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.28	.	.	100.00	83.90	100.00	100.00	.	100.00
ESC_LB2794AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2800AA_AS_abricate.tsv	19	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2810AA_AS_abricate.tsv	19	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	100.00	100.00	.	100.00
ESC_LB2812AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2819AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2821AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2824AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2825AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2826AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2827AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2828AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2833AA_AS_abricate.tsv	20	100.00	.	94.40	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	83.90	.	100.00	.	100.00
ESC_LB2840AA_AS_abricate.tsv	21	100.00	.	.	.	.	.	100.00	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.76	.	.	.	100.00	100.00	.	.	100.00
ESC_LB2967AA_AS_abricate.tsv	22	100.00	.	100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	98.77	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_LB2975AA_AS_abricate.tsv	27	100.00	.	100.00	.	.	.	.	100.00	.	.	.	.	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00;99.68	99.96	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	96.17	.	.	96.62	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_LB2976AA_AS_abricate.tsv	23	100.00	.	100.00	.	.	.	.	100.00	.	.	.	.	.	.	.	.	.	100.00	100.00	100.00	100.00	.	.	100.00	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	97.41	.	.	100.00	100.00	.	.	.	.	.	100.00	.	.	.	98.95	.	.	.	99.83	100.00	.	.	96.62	.	.	99.76	.	.	100.00	.	.	100.00	.	100.00
ESC_LB2984AA_AS_abricate.tsv	25	100.00	.	99.20	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	97.41	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	99.83	100.00	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_LB2991AA_AS_abricate.tsv	25	100.00	.	100.00	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	87.17	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	99.04	.	.	96.62	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_LB3005AA_AS_abricate.tsv	29	100.00	.	100.00;100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	.	100.00	.	.	.	100.00	.	.	100.00	99.68;100.00	99.96	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	99.83	100.00	.	.	96.62	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_LB3012AA_AS_abricate.tsv	22	100.00	.	99.84;100.00	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	99.93	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_LB3015AA_AS_abricate.tsv	22	100.00	.	99.84	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	99.93	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_LB3016AA_AS_abricate.tsv	24	100.00	.	100.00	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	80.05	.	100.00	.	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_LB3017AA_AS_abricate.tsv	25	100.00	.	100.00	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	99.83	97.54	.	.	96.62	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_LB3020AA_AS_abricate.tsv	28	100.00	.	99.84;100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	100.00	.	.	.	99.93	.	100.00	.	100.00	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	82.85	100.00	.	.	99.83	98.77	.	.	.	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_LB3025AA_AS_abricate.tsv	27	100.00	.	100.00;99.84	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	100.00	100.00	99.96	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	96.17	.	.	96.62	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_LB3027AA_AS_abricate.tsv	29	100.00	.	100.00;90.88;100.00	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	.	100.00	.	.	.	100.00	.	.	100.00	100.00	99.96	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	96.17	.	.	96.62	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_LB3036AA_AS_abricate.tsv	24	100.00	.	.	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	97.41	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_LB3042AA_AS_abricate.tsv	22	100.00	.	100.00;100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	99.93	.	.	.	99.68	.	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	99.76	.	.	.	.	99.86	100.00	.	100.00
ESC_LB3043AA_AS_abricate.tsv	22	100.00	.	100.00;100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	99.93	.	.	.	99.68	.	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	99.76	.	.	.	.	99.86	100.00	.	100.00
ESC_LB3046AA_AS_abricate.tsv	22	100.00	.	100.00;88.16	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	99.93	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_LB3068AA_AS_abricate.tsv	26	100.00	.	99.84;100.00	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	99.96	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	96.62	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_LB3076AA_AS_abricate.tsv	23	100.00	.	100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	100.00	.	.	.	.	100.00	.	.	.	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	96.62	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_LB3084AA_AS_abricate.tsv	22	100.00	.	100.00;100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	99.93	.	.	.	99.68	.	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	99.76	.	.	.	.	99.86	100.00	.	100.00
ESC_LB3091AA_AS_abricate.tsv	26	100.00	.	100.00;94.80	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	97.41	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_LB3117AA_AS_abricate.tsv	25	100.00	.	88.72;99.84	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	99.96	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	96.17	.	.	96.62	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_LB3120AA_AS_abricate.tsv	25	100.00	.	100.00	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	87.17	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	99.04	.	.	96.62	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_LB3121AA_AS_abricate.tsv	25	100.00	.	100.00	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	87.17	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	99.04	.	.	96.62	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_LB3123AA_AS_abricate.tsv	25	100.00	.	.	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	99.96	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	96.31	.	.	96.62	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_LB3125AA_AS_abricate.tsv	23	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	97.41	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_LB3133AA_AS_abricate.tsv	17	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	99.76	.	100.00	99.24	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	99.93	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.76	.	.	.	.	100.00	100.00	.	100.00
ESC_LB3138AA_AS_abricate.tsv	26	100.00	.	88.64	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	99.96	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	96.17	.	.	96.62	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_LB3140AA_AS_abricate.tsv	26	100.00	.	100.00	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	99.96	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	96.31	.	.	96.62	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
