#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	Food origin	Min-same	Min-diff	BioSample	Assembly	Computed types	SNP cluster	AMR genotypes	AMR genotypes core	IFSAC category	Source type	Host	K-mer group	Scientific name	AST phenotypes	Virulence genotypes	Stress genotypes	AMRFinderPlus version	PD Ref Gene Catalog version	AMRFinderPlus analysis type	BioProject	Collected by	Collection date	Lat/Lon	N50	Length	Contigs	Library layout	Platform	Run	SRA Center	SRA release date	Species TaxID	Outbreak	Host disease	Level	Method	PFGE primary enzyme pattern	PFGE secondary enzyme pattern	TaxID	WGS prefix	WGS accession
E.coli and Shigella	2024GO-0308	"2024GO-0308","SRS22297405"		PDT002310436.1	2024-08-10T02:44:20Z	USA		clinical		5	22	SAMN43101866	GCA_041213945.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,dfrA14=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,qnrS1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,dfrA14=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,qnrS1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-07-22.1	COMBINED	PRJNA288601	MDH Labs Administration	2024		119522	4928753	137	PAIRED	ILLUMINA	SRR30189069	MDH_CSL	2024-08-09T23:48:16Z	562		hospital acquired infection	Contig	SKESA v. 2.2			562	ABTZJT	ABTZJT000000000.1
E.coli and Shigella	301J4	"301J4","301J4.fasta"		PDT002316619.1	2024-08-12T03:31:25Z	France	Rectal swab	clinical		8	45	SAMN42359397	GCA_041203025.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	emrE=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-07-22.1	NUCLEOTIDE	PRJNA1132810		2021-01-01		87165	4834847	150						562			Contig	SPAdes v. v3.14.0			562	JBGEPU	JBGEPU000000000.1
E.coli and Shigella	308A7	"308A7","308A7.fasta"		PDT002316621.1	2024-08-12T03:31:37Z	France	Rectal swab	clinical		5	40	SAMN42359400	GCA_041203065.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL,dfrA12=COMPLETE,floR=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL,dfrA12=COMPLETE,floR=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	emrE=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-07-22.1	NUCLEOTIDE	PRJNA1132810		2021-01-01		93222	4735725	156						562			Contig	SPAdes v. v3.14.0			562	JBGEPR	JBGEPR000000000.1
E.coli and Shigella	2024HL-00800	"2024HL-00800","IDR2400041442-01-01","SRS22325193"		PDT002317829.1	2024-08-13T16:19:52Z	USA	urine	clinical		4	12	SAMN43160948	GCA_041263385.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaNDM=PARTIAL_END_OF_CONTIG,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaNDM=PARTIAL_END_OF_CONTIG,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-07-22.1	COMBINED	PRJNA288601		2024		105642	4850894	152	PAIRED	ILLUMINA	SRR30220779	WADSWORTH CENTER - NYS DOH	2024-08-13T14:49:05Z	562			Contig	SKESA v. 2.2			562	ABTZZB	ABTZZB000000000.1
E.coli and Shigella	2024HL-00804	"2024HL-00804","IDR2400042200-01-01","SRS22325179"		PDT002317841.1	2024-08-13T16:20:05Z	USA	urine	clinical		10	17	SAMN43160952	GCA_041264665.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,qnrB19=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,qnrB19=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-07-22.1	COMBINED	PRJNA288601		2024		90728	5044751	196	PAIRED	ILLUMINA	SRR30220792	WADSWORTH CENTER - NYS DOH	2024-08-13T14:49:04Z	562			Contig	SKESA v. 2.2			562	ABUABN	ABUABN000000000.1
E.coli and Shigella		"2024DD-00029-240805","SRS22326958"		PDT002318918.1	2024-08-14T00:34:39Z	USA	Fluid, Liver	clinical		0	16	SAMN43163523	GCA_041280765.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-07-22.1	COMBINED	PRJNA288601		2024		107849	4842108	121	PAIRED	ILLUMINA	SRR30224010	NEW MEXICO DEPARTMENT OF HEALTH SCIENTIFIC LABORATORY	2024-08-13T21:48:33Z	562			Contig	SKESA v. 2.2			562	ABUBEQ	ABUBEQ000000000.1
E.coli and Shigella	2024GO-0347	"2024GO-0347","SRS22354346"		PDT002323290.1	2024-08-15T18:41:39Z	USA		clinical		0	29	SAMN43164781	GCA_041298065.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-07-22.1	COMBINED	PRJNA288601	MDH Labs Administration	2024		128306	4845514	125	PAIRED	ILLUMINA	SRR30252029	MDH_CSL	2024-08-15T16:43:54Z	562		hospital acquired infection	Contig	SKESA v. 2.2			562	ABUCGI	ABUCGI000000000.1
E.coli and Shigella		"2024CB-00498","SRS22335853"		PDT002324322.1	2024-08-15T22:26:42Z	USA	urine	clinical		10	35	SAMN43180859	GCA_041301775.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-07-22.1	COMBINED	PRJNA288601		2024		125731	4781788	128	PAIRED	ILLUMINA	SRR30231908	TXDSHS_ARLN	2024-08-15T19:23:15Z	562			Contig	SKESA v. 2.2			562	ABUCIX	ABUCIX000000000.1
E.coli and Shigella		"2024CR-00055","SRS22420006"		PDT002332851.1	2024-08-21T19:35:35Z	USA	urine	clinical		19	11	SAMN43287686	GCA_041412615.1		PDS000063179.375	aadA2=COMPLETE,acrF=COMPLETE,blaCTX-M-14=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,ble=COMPLETE,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,tet(A)=COMPLETE	aadA2=COMPLETE,blaCTX-M-14=COMPLETE,blaNDM-5=COMPLETE,ble=COMPLETE,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-07-22.1	COMBINED	PRJNA288601		2024		128092	4867867	122	PAIRED	ILLUMINA	SRR30328319	CITY OF HOUSTON	2024-08-21T16:39:22Z	562			Contig	SKESA v. 2.2			562	ABUFBV	ABUFBV000000000.1
E.coli and Shigella		"2024KU-00365","SRS22440422"		PDT002336340.1	2024-08-23T19:15:19Z	USA	wound	clinical		1	35	SAMN43318415	GCA_041443725.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-07-22.1	COMBINED	PRJNA288601		2024-07-04		125690	4844015	150	PAIRED	ILLUMINA	SRR30351201	NARMS_TN_DH	2024-08-23T14:24:15Z	562			Contig	SKESA v. 2.2			562	ABUFUL	ABUFUL000000000.1
E.coli and Shigella		"2024KU-00363","SRS22440420"		PDT002336342.1	2024-08-23T19:15:20Z	USA	wound	clinical		1	36	SAMN43318413	GCA_041444485.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-07-22.1	COMBINED	PRJNA288601		2024-06-29		119018	4828940	158	PAIRED	ILLUMINA	SRR30351203	NARMS_TN_DH	2024-08-23T17:15:21Z	562			Contig	SKESA v. 2.2			562	ABUFWC	ABUFWC000000000.1
E.coli and Shigella		"2024KU-00384","SRS22443812"		PDT002337424.1	2024-08-23T23:23:30Z	USA	urine	clinical		20	31	SAMN43321688	GCA_041463375.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-07-22.1	COMBINED	PRJNA288601		2024-06-24		136804	4903207	108	PAIRED	ILLUMINA	SRR30355445	NARMS_TN_DH	2024-08-23T20:23:18Z	562			Contig	SKESA v. 2.2			562	ABUGUI	ABUGUI000000000.1
E.coli and Shigella		"2024KU-00383","SRS22443811"		PDT002337425.1	2024-08-23T23:23:30Z	USA	urine	clinical		0	25	SAMN43321687	GCA_041463395.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaNDM=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaNDM=COMPLETE,blaOXA-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-07-22.1	COMBINED	PRJNA288601		2024-07-05		112027	4836557	117	PAIRED	ILLUMINA	SRR30355446	NARMS_TN_DH	2024-08-23T20:23:18Z	562			Contig	SKESA v. 2.2			562	ABUGUH	ABUGUH000000000.1
E.coli and Shigella	2024CK-01275	"2024CK-01275","SRS22444103"		PDT002337458.1	2024-08-23T23:23:45Z	USA	other	clinical		0	16	SAMN43321953	GCA_041462845.1		PDS000063179.375	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,sul2=PARTIAL_END_OF_CONTIG,tet(A)=COMPLETE	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-5=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,ble=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,ftsI_N337NYRIN=POINT,gyrA_D87N=POINT,gyrA_S83L=POINT,mph(A)=COMPLETE,parC_S80I=POINT,parE_S458A=POINT,sul1=COMPLETE,sul2=COMPLETE,sul2=PARTIAL_END_OF_CONTIG,tet(A)=COMPLETE			Homo sapiens	PDG000000004.4936	Escherichia coli		capU=COMPLETE,espX1=COMPLETE,fdeC=COMPLETE,iss=COMPLETE	ariR=COMPLETE,emrE=COMPLETE,merA=HMM,merC=COMPLETE,merD=HMM,merE=HMM,merP=COMPLETE,merR=COMPLETE,merT=COMPLETE,qacEdelta1=COMPLETE	3.12.8	2024-07-22.1	COMBINED	PRJNA288601		2024-07-19		107849	4819953	134	PAIRED	ILLUMINA	SRR30355800	UPHL_ID	2024-08-23T20:23:25Z	562			Contig	SKESA v. 2.2			562	ABUGTE	ABUGTE000000000.1
