barcode	ST
ESC_MB1816AA_AS	718
ESC_HA8725AA_AS	718
ESC_GA9271AA_AS	73
ESC_WA5732AA_AS	744
ESC_NB5264AA_AS	744
ESC_WA6759AA_AS	744
ESC_GA3996AA_AS	752
ESC_RB8560AA_AS	752
ESC_WA8855AA_AS	752
ESC_CA2052AA_AS	752
ESC_LB7122AA_AS	90
ESC_RA4143AA_AS	90
ESC_UA3325AA_AS	90
ESC_UA2996AA_AS	906
ESC_QA5861AA_AS	906
ESC_MB4806AA_AS	93
ESC_QA1008AA_AS	93
ESC_QA0517AA_AS	93
ESC_RB2240AA_AS	95
ESC_NB5796AA_AS	998
ESC_FB4126AA_AS	998
ESC_XA1379AA_AS	998
ESC_BA1723AA_AS	20
ESC_UA1508AA_AS	101
ESC_UA5860AA_AS	156
ESC_EB6924AA_AS	145
ESC_IB8271AA_AS	362
ESC_LB3296AA_AS	345
ESC_TA8742AA_AS	189
ESC_JA0831AA_AS	101
ESC_UA6007AA_AS	12
ESC_UA2248AA_AS	154
ESC_WA4682AA_AS	127
ESC_UA5825AA_AS	297
ESC_EB5127AA_AS	300
ESC_HA1181AA_AS	1025
ESC_PA3748AA_AS	223
ESC_WA8073AA_AS	20
ESC_IB9764AA_AS	100
ESC_EB8028AA_AS	243
ESC_EB5666AA_AS	1025
ESC_BA5334AA_AS	297
ESC_CB4098AA_AS	3580
ESC_UA5654AA_AS	295
ESC_GA5550AA_AS	32
ESC_FB4602AA_AS	23
ESC_FB7597AA_AS	245
ESC_GA5385AA_AS	16
ESC_BA5078AA_AS	167
ESC_UA5846AA_AS	297
ESC_IB5873AA_AS	1060
ESC_KA1487AA_AS	342
ESC_WA4581AA_AS	145
ESC_ZA0483AA_AS	156
ESC_WA7173AA_AS	156
ESC_GA6951AA_AS	20
ESC_NB3907AA_AS	33
ESC_GA8856AA_AS	25
ESC_YA7690AA_AS	131
ESC_ZA5331AA_AS	33
ESC_KA9475AA_AS	1060
ESC_EB9401AA_AS	245
ESC_PA8310AA_AS	156
ESC_UA5610AA_AS	349
ESC_GA3688AA_AS	33
ESC_PA1089AA_AS	131
ESC_RA7357AA_AS	131
ESC_PA1486AA_AS	342
ESC_HA5771AA_AS	38
ESC_NB1908AA_AS	297
ESC_HA1884AA_AS	34
ESC_CA1325AA_AS	155
ESC_PA9404AA_AS	33
ESC_GA1621AA_AS	33
ESC_NB5101AA_AS	345
ESC_XA6589AA_AS	33
ESC_GB2582AA_AS	34
ESC_GB8858AA_AS	167
ESC_OB1421AA_AS	372
ESC_ZA4901AA_AS	155
ESC_FB7745AA_AS	131
ESC_PB2594AA_AS	167
ESC_GB3688AA_AS	206
ESC_GB2878AA_AS	165
ESC_VA9585AA_AS	12
ESC_TA9953AA_AS	1060
ESC_UA2097AA_AS	399
ESC_BA2136AA_AS	4
ESC_TA8045AA_AS	4
ESC_WA5416AA_AS	40
ESC_GA0402AA_AS	405
ESC_DB2110AA_AS	428
ESC_HA9976AA_AS	43
ESC_TA4469AA_AS	442
ESC_LA5988AA_AS	443
ESC_UA5258AA_AS	448
ESC_GB5376AA_AS	453
ESC_IA3844AA_AS	453
ESC_SB5988AA_AS	457
ESC_WA8374AA_AS	46
ESC_RA9187AA_AS	46
ESC_FA6555AA_AS	46
ESC_HA4679AA_AS	48
ESC_ZA9205AA_AS	540
ESC_UA4098AA_AS	540
ESC_AB2152AA_AS	540
ESC_HA5166AA_AS	540
ESC_LB7240AA_AS	542
ESC_KA0699AA_AS	57
ESC_HA4713AA_AS	57
ESC_WA3864AA_AS	57
ESC_IA9815AA_AS	57
ESC_HA2167AA_AS	583
ESC_UA7704AA_AS	583
ESC_LB8011AA_AS	583
ESC_FB3173AA_AS	59
ESC_NB4362AA_AS	59
ESC_GB8674AA_AS	59
ESC_FB7626AA_AS	6
ESC_NB3877AA_AS	602
ESC_KB3363AA_AS	602
ESC_QA7666AA_AS	602
ESC_FA9748AA_AS	602
ESC_HB5609AA_AS	602
ESC_GA0261AA_AS	617
ESC_GB9852AA_AS	617
ESC_FB2689AA_AS	62
ESC_MB8664AA_AS	635
ESC_IA0912AA_AS	655
ESC_NA8420AA_AS	655
ESC_BA1355AA_AS	655
ESC_LB9698AA_AS	675
ESC_ZA0482AA_AS	675
ESC_RA0937AA_AS	675
ESC_MB6401AA_AS	718
ESC_CA1635AA_AS	73
ESC_AA9137AA_AS	73
ESC_CA1987AA_AS	73
ESC_TA9887AA_AS	744
ESC_UA0999AA_AS	744
ESC_FA6279AA_AS	744
ESC_IA9032AA_AS	744
ESC_CB9109AA_AS	88
ESC_JA3846AA_AS	88
ESC_CB8354AA_AS	88
ESC_HB6773AA_AS	90
ESC_PA2005AA_AS	906
ESC_UA6794AA_AS	906
ESC_QA1323AA_AS	93
ESC_HA6569AA_AS	95
ESC_FA8024AA_AS	154
ESC_NB3832AA_AS	394
ESC_GB5181AA_AS	145
ESC_KA4084AA_AS	148
ESC_KB9872AA_AS	362
ESC_SA2144AA_AS	243
ESC_BB2391AA_AS	127
ESC_NA9491AA_AS	1196
ESC_TA2584AA_AS	1079
ESC_JB0064AA_AS	224
ESC_HB9311AA_AS	206
ESC_LA0503AA_AS	1196
ESC_ZA5749AA_AS	295
ESC_EB6325AA_AS	1025
ESC_MB6198AA_AS	206
ESC_UA5604AA_AS	189
ESC_TA1897AA_AS	297
ESC_KA2559AA_AS	10
ESC_QA4176AA_AS	297
ESC_FA9838AA_AS	1967
ESC_JA0199AA_AS	131
ESC_HA9529AA_AS	131
ESC_LA2123AA_AS	306
ESC_HA4796AA_AS	29
ESC_UA2459AA_AS	155
ESC_CB2414AA_AS	101
ESC_QA2315AA_AS	206
ESC_RB8772AA_AS	372
ESC_NB6177AA_AS	354
ESC_RA3152AA_AS	349
ESC_IB7265AA_AS	10
ESC_IA0067AA_AS	154
ESC_HB0006AA_AS	206
ESC_WA9430AA_AS	278
ESC_AA8112AA_AS	141
ESC_WA7952AA_AS	20
ESC_LB2654AA_AS	131
ESC_UA2447AA_AS	23
ESC_BB2567AA_AS	21
ESC_LA0808AA_AS	345
ESC_EB6493AA_AS	1025
ESC_DB2577AA_AS	362
ESC_JA8655AA_AS	10
ESC_MB2583AA_AS	226
ESC_UA1890AA_AS	278
ESC_SA7293AA_AS	33
ESC_FB3051AA_AS	394
ESC_WA4195AA_AS	345
ESC_MB2603AA_AS	101
ESC_GB9971AA_AS	362
ESC_CB2208AA_AS	243
ESC_JB0396AA_AS	3580
ESC_GA8835AA_AS	25
ESC_CB1852AA_AS	33
ESC_IA4722AA_AS	127
ESC_RA5009AA_AS	141
ESC_UA2428AA_AS	206
ESC_RA9384AA_AS	156
ESC_ZA6351AA_AS	306
ESC_GA3514AA_AS	17
ESC_HB8042AA_AS	295
ESC_VA5567AA_AS	165
ESC_HB8741AA_AS	399
ESC_FB2783AA_AS	362
ESC_WA7425AA_AS	410
ESC_JB9527AA_AS	43
ESC_JB9526AA_AS	43
ESC_LA5992AA_AS	443
ESC_JA0054AA_AS	448
ESC_HA5190AA_AS	448
ESC_GB3668AA_AS	453
ESC_NA7749AA_AS	453
ESC_IA9454AA_AS	453
ESC_IB8639AA_AS	457
ESC_QA7342AA_AS	457
ESC_TA2292AA_AS	46
ESC_PA9094AA_AS	46
ESC_WA3929AA_AS	46
ESC_FB4624AA_AS	48
ESC_HB5568AA_AS	540
ESC_BA2109AA_AS	540
ESC_RA4718AA_AS	542
ESC_PA1558AA_AS	57
ESC_ZA5046AA_AS	58
ESC_PA8814AA_AS	58
ESC_GB2538AA_AS	58
ESC_LB0682AA_AS	59
ESC_FB2617AA_AS	59
ESC_HA3800AA_AS	617
ESC_HA3739AA_AS	62
ESC_IB7384AA_AS	62
ESC_FB4547AA_AS	641
ESC_WA5723AA_AS	648
ESC_TA2483AA_AS	69
ESC_CA4130AA_AS	69
ESC_OB7932AA_AS	69
ESC_MB6430AA_AS	718
ESC_SB0897AA_AS	73
ESC_HA3203AA_AS	73
ESC_BA6301AA_AS	648
ESC_CB7682AA_AS	906
ESC_MB4849AA_AS	93
ESC_LB5761AA_AS	998
ESC_GB6400AA_AS	998
ESC_MB1862AA_AS	998
ESC_UA2198AA_AS	243
ESC_UA7361AA_AS	20
ESC_EB8163AA_AS	243
ESC_IA4275AA_AS	206
ESC_ZA2659AA_AS	362
ESC_DB2219AA_AS	3580
ESC_FB3927AA_AS	32
ESC_UA4089AA_AS	154
ESC_GB4201AA_AS	372
ESC_KB8632AA_AS	1196
ESC_OA1591AA_AS	21
ESC_ZA5037AA_AS	297
ESC_LB9639AA_AS	3580
ESC_UA7013AA_AS	11
ESC_JA1021AA_AS	29
ESC_AB7974AA_AS	342
ESC_TA2085AA_AS	295
ESC_GB4212AA_AS	167
ESC_GB9967AA_AS	362
ESC_KB6300AA_AS	154
ESC_BA5624AA_AS	223
ESC_SA7180AA_AS	300
ESC_EB9056AA_AS	245
ESC_LA6530AA_AS	16
ESC_IB6510AA_AS	100
ESC_LA0949AA_AS	189
ESC_GA9255AA_AS	295
ESC_HA0813AA_AS	342
ESC_KB0896AA_AS	224
ESC_EB9237AA_AS	1025
ESC_EB8428AA_AS	145
ESC_WA6545AA_AS	345
ESC_BA5986AA_AS	306
ESC_GA0696AA_AS	17
ESC_XA3132AA_AS	11
ESC_IB7987AA_AS	162
ESC_FB1220AA_AS	33
ESC_BA7181AA_AS	1967
ESC_SA1205AA_AS	182
ESC_TA7834AA_AS	243
ESC_RA3150AA_AS	297
ESC_IA1076AA_AS	154
ESC_LB3229AA_AS	20
ESC_SA1489AA_AS	243
ESC_MA3815AA_AS	165
ESC_CA5643AA_AS	29
ESC_SA1698AA_AS	16
ESC_PA8173AA_AS	101
ESC_YA3237AA_AS	345
ESC_JA3512AA_AS	148
ESC_CB7041AA_AS	306
ESC_HB8072AA_AS	3580
ESC_UA1583AA_AS	399
ESC_TA4098AA_AS	162
ESC_BA8812AA_AS	243
ESC_PA7822AA_AS	4
ESC_KB8668AA_AS	306
ESC_GA0903AA_AS	146
ESC_EB8776AA_AS	243
ESC_PA0872AA_AS	156
ESC_SA2384AA_AS	141
ESC_IB8117AA_AS	349
ESC_BB0680AA_AS	372
ESC_NB8082AA_AS	4
ESC_GA8862AA_AS	40
ESC_LA0630AA_AS	405
ESC_GB2080AA_AS	405
ESC_CB2304AA_AS	405
ESC_BA1625AA_AS	405
ESC_GB0951AA_AS	43
ESC_JA3801AA_AS	442
ESC_GB5796AA_AS	442
ESC_CA0595AA_AS	443
ESC_VA6212AA_AS	448
ESC_IA8891AA_AS	453
ESC_IA9403AA_AS	453
ESC_IB6270AA_AS	46
ESC_GB4311AA_AS	46
ESC_CB6912AA_AS	540
ESC_WA8034AA_AS	56
ESC_OB6258AA_AS	57
ESC_QA3586AA_AS	58
ESC_PB3368AA_AS	583
ESC_GA3857AA_AS	583
ESC_BA8923AA_AS	59
ESC_JA0399AA_AS	617
ESC_KB1918AA_AS	635
ESC_HA0133AA_AS	641
ESC_RA0408AA_AS	648
ESC_MB6560AA_AS	648
ESC_CB6609AA_AS	655
ESC_HB0123AA_AS	655
ESC_SA2281AA_AS	675
ESC_NA9191AA_AS	675
ESC_FA9982AA_AS	69
ESC_MB6445AA_AS	718
ESC_MB6212AA_AS	718
ESC_MB6215AA_AS	718
ESC_MB6389AA_AS	718
ESC_LB5856AA_AS	744
ESC_UA3532AA_AS	744
ESC_RA8372AA_AS	746
ESC_XA9142AA_AS	746
ESC_GB1360AA_AS	752
ESC_LB2975AA_AS	752
ESC_NB0466AA_AS	752
ESC_NA6451AA_AS	752
ESC_FB4678AA_AS	88
ESC_NA9469AA_AS	906
ESC_NB5866AA_AS	93
ESC_HA6920AA_AS	95
ESC_ZA4709AA_AS	998
ESC_UA6473AA_AS	998
ESC_WA4209AA_AS	998
ESC_CB4064AA_AS	167
ESC_BA5105AA_AS	11
ESC_BA6517AA_AS	393
ESC_XA1101AA_AS	127
ESC_HB9841AA_AS	362
ESC_UA3313AA_AS	10
ESC_LB0758AA_AS	410
ESC_CA2368AA_AS	4
ESC_IA4775AA_AS	224
ESC_MB2519AA_AS	165
ESC_BA0446AA_AS	154
ESC_UA6938AA_AS	295
ESC_CB8920AA_AS	100
ESC_ZA5338AA_AS	1079
ESC_GB5264AA_AS	243
ESC_SA2233AA_AS	25
ESC_VA9318AA_AS	127
ESC_RA3926AA_AS	23
ESC_RA0172AA_AS	12
ESC_MB6589AA_AS	399
ESC_MB6369AA_AS	206
ESC_QB0136AA_AS	297
ESC_BA5927AA_AS	4
ESC_EB9999AA_AS	243
ESC_BA4876AA_AS	224
ESC_SA0878AA_AS	349
ESC_OB2567AA_AS	145
ESC_GB4188AA_AS	167
ESC_ZA2942AA_AS	16
ESC_WA6640AA_AS	100
ESC_GA3927AA_AS	32
ESC_XA4308AA_AS	1060
ESC_RB2050AA_AS	23
ESC_OA0180AA_AS	20
ESC_WA4105AA_AS	362
ESC_HA4790AA_AS	29
ESC_RA2745AA_AS	29
ESC_HA8104AA_AS	101
ESC_MA2798AA_AS	405
ESC_CA2529AA_AS	156
ESC_GB6461AA_AS	167
ESC_FA5731AA_AS	342
ESC_LA1304AA_AS	345
ESC_ZA5485AA_AS	297
ESC_CB1631AA_AS	223
ESC_SA9980AA_AS	11
ESC_FB9681AA_AS	131
ESC_GA1211AA_AS	146
ESC_LA1376AA_AS	1967
ESC_CB7063AA_AS	21
ESC_CA5410AA_AS	295
ESC_WA7201AA_AS	23
ESC_GA5480AA_AS	16
ESC_NA7902AA_AS	167
ESC_MB6814AA_AS	372
ESC_OA1195AA_AS	117
ESC_CA5850AA_AS	393
ESC_GA3923AA_AS	342
ESC_ZA1735AA_AS	278
ESC_EB8037AA_AS	243
ESC_WA4347AA_AS	127
ESC_FB3541AA_AS	3580
ESC_WA7221AA_AS	405
ESC_NA7982AA_AS	443
ESC_UA5259AA_AS	448
ESC_ZA1669AA_AS	453
ESC_CA0306AA_AS	453
ESC_IA9901AA_AS	46
ESC_WA4386AA_AS	46
ESC_FA7158AA_AS	540
ESC_KB0951AA_AS	540
ESC_GA1393AA_AS	56
ESC_ZA3472AA_AS	56
ESC_UA1571AA_AS	56
ESC_ZA3470AA_AS	56
ESC_ZA6287AA_AS	56
ESC_JA0800AA_AS	58
ESC_LB8100AA_AS	58
ESC_UA8082AA_AS	583
ESC_FB2793AA_AS	59
ESC_FB2900AA_AS	59
ESC_FA9673AA_AS	62
ESC_AA8896AA_AS	62
ESC_HA4215AA_AS	648
ESC_NA8387AA_AS	655
ESC_TA7686AA_AS	69
ESC_UA6928AA_AS	73
ESC_LB8075AA_AS	88
ESC_LB5905AA_AS	88
ESC_PA3833AA_AS	88
ESC_QA4181AA_AS	906
ESC_QA0341AA_AS	93
ESC_HA4429AA_AS	93
ESC_LA1076AA_AS	93
ESC_MB4847AA_AS	93
ESC_JB8332AA_AS	405
ESC_MA4018AA_AS	4
ESC_YA5832AA_AS	245
ESC_QA3554AA_AS	278
ESC_SA6288AA_AS	243
ESC_YA5365AA_AS	405
ESC_HA4053AA_AS	40
ESC_MA4004AA_AS	226
ESC_GA5272AA_AS	399
ESC_QA2324AA_AS	43
ESC_PA2105AA_AS	398
ESC_GB0275AA_AS	21
ESC_KB3370AA_AS	101
ESC_EB8108AA_AS	148
ESC_IB9248AA_AS	372
ESC_RA3818AA_AS	306
ESC_IB8264AA_AS	155
ESC_QA3577AA_AS	1079
ESC_WA5312AA_AS	410
ESC_SA9469AA_AS	21
ESC_LA5244AA_AS	154
ESC_HA1947AA_AS	278
ESC_BA8785AA_AS	29
ESC_QA7612AA_AS	1079
ESC_UA2441AA_AS	20
ESC_LB3234AA_AS	20
ESC_HA1765AA_AS	278
ESC_TA9923AA_AS	399
ESC_QA3423AA_AS	3580
ESC_RA5004AA_AS	1060
ESC_GB3388AA_AS	40
ESC_ZA5126AA_AS	162
ESC_PB2586AA_AS	156
ESC_PA4907AA_AS	29
ESC_HA3091AA_AS	40
ESC_VA1309AA_AS	3580
ESC_FA6538AA_AS	10
ESC_OA0120AA_AS	398
ESC_FA7223AA_AS	101
ESC_SA1367AA_AS	21
ESC_LB0559AA_AS	224
ESC_MA2833AA_AS	38
ESC_PA1610AA_AS	295
ESC_IA9914AA_AS	354
ESC_BB3673AA_AS	245
ESC_BA3104AA_AS	393
ESC_QA2983AA_AS	16
ESC_NA2717AA_AS	278
ESC_KB9883AA_AS	345
ESC_HA8705AA_AS	362
ESC_VA3584AA_AS	1060
ESC_XA4626AA_AS	278
ESC_CB8311AA_AS	25
ESC_RA4114AA_AS	117
ESC_UA6080AA_AS	127
ESC_YA7809AA_AS	145
ESC_CB9451AA_AS	38
ESC_UA6915AA_AS	372
ESC_MB2241AA_AS	354
ESC_HB8849AA_AS	100
ESC_OA6497AA_AS	17
ESC_SA1554AA_AS	245
ESC_GB9975AA_AS	40
ESC_FA6558AA_AS	154
ESC_IB5997AA_AS	442
ESC_IB8340AA_AS	442
ESC_PA8635AA_AS	443
ESC_NA0023AA_AS	448
ESC_YA1635AA_AS	453
ESC_RA2590AA_AS	453
ESC_UA2090AA_AS	453
ESC_RA5007AA_AS	453
ESC_TA1915AA_AS	457
ESC_GA9192AA_AS	457
ESC_BB2697AA_AS	457
ESC_NB5341AA_AS	46
ESC_ZA9194AA_AS	540
ESC_XA0830AA_AS	540
ESC_CA1970AA_AS	542
ESC_GB3270AA_AS	542
ESC_GB7755AA_AS	56
ESC_ZA3434AA_AS	56
ESC_KB4045AA_AS	58
ESC_FA7988AA_AS	58
ESC_UA7357AA_AS	583
ESC_DB2450AA_AS	583
ESC_NB3837AA_AS	617
ESC_IA1930AA_AS	62
ESC_VA1960AA_AS	62
ESC_LB2766AA_AS	635
ESC_PA8940AA_AS	635
ESC_LB5924AA_AS	641
ESC_IA6354AA_AS	648
ESC_SA7445AA_AS	655
ESC_GA5798AA_AS	655
ESC_IA8290AA_AS	655
ESC_IA1090AA_AS	675
ESC_UA5844AA_AS	675
ESC_WA5606AA_AS	69
ESC_GB8977AA_AS	69
ESC_NB4679AA_AS	752
ESC_NB3636AA_AS	88
ESC_HA2328AA_AS	95
ESC_RB1980AA_AS	95
ESC_LA0246AA_AS	998
ESC_LB6981AA_AS	998
ESC_LA1232AA_AS	998
ESC_CA6406AA_AS	17
ESC_PA8696AA_AS	1193
ESC_JB8082AA_AS	372
ESC_FB4512AA_AS	20
ESC_WA4517AA_AS	101
ESC_WA5116AA_AS	362
ESC_EB5617AA_AS	148
ESC_MB6422AA_AS	206
ESC_MA4151AA_AS	182
ESC_EB7302AA_AS	1025
ESC_CA2038AA_AS	399
ESC_MB4781AA_AS	342
ESC_PA8321AA_AS	428
ESC_IB8143AA_AS	349
ESC_MB1913AA_AS	405
ESC_UA1487AA_AS	428
ESC_GA4881AA_AS	245
ESC_HB8660AA_AS	117
ESC_KB0906AA_AS	224
ESC_BA5763AA_AS	127
ESC_LB1203AA_AS	20
ESC_HA5457AA_AS	21
ESC_MB8594AA_AS	398
ESC_LA0508AA_AS	189
ESC_CA5771AA_AS	398
ESC_RA3101AA_AS	154
ESC_LB5701AA_AS	278
ESC_HA4224AA_AS	226
ESC_LB6765AA_AS	1060
ESC_NB1878AA_AS	10
ESC_BA1403AA_AS	20
ESC_KB1736AA_AS	155
ESC_EB9301AA_AS	245
ESC_FB9455AA_AS	405
ESC_VA2268AA_AS	167
ESC_CA0527AA_AS	295
ESC_PA2027AA_AS	21
ESC_BA0003AA_AS	372
ESC_VA3691AA_AS	101
ESC_SA6750AA_AS	206
ESC_IA0788AA_AS	362
ESC_MA4162AA_AS	4
ESC_TA3923AA_AS	1193
ESC_WA7383AA_AS	189
ESC_RA9568AA_AS	16
ESC_BB2553AA_AS	399
ESC_NB8053AA_AS	4
ESC_GB8647AA_AS	1079
ESC_MA2633AA_AS	11
ESC_MB1934AA_AS	167
ESC_JA3882AA_AS	33
ESC_ZA5982AA_AS	398
ESC_NB4981AA_AS	141
ESC_RA2059AA_AS	398
ESC_HA3225AA_AS	34
ESC_HA9015AA_AS	38
ESC_NA2986AA_AS	141
ESC_PA7826AA_AS	4
ESC_FA5997AA_AS	16
ESC_WA7115AA_AS	141
ESC_PA8845AA_AS	131
ESC_KA9639AA_AS	306
ESC_MB9051AA_AS	354
ESC_VA3587AA_AS	1060
ESC_VA3242AA_AS	442
ESC_FA7039AA_AS	443
ESC_BA7187AA_AS	443
ESC_MA3838AA_AS	443
ESC_HB7659AA_AS	457
ESC_MA0275AA_AS	46
ESC_HB8817AA_AS	46
ESC_KB1742AA_AS	540
ESC_OB1305AA_AS	540
ESC_UA1716AA_AS	540
ESC_FB4618AA_AS	57
ESC_RA5110AA_AS	58
ESC_NB5952AA_AS	58
ESC_HA2185AA_AS	583
ESC_FB3062AA_AS	59
ESC_PA8742AA_AS	59
ESC_JB9112AA_AS	6
ESC_HB8473AA_AS	602
ESC_TA2807AA_AS	617
ESC_UA5922AA_AS	617
ESC_TA2644AA_AS	62
ESC_BA7881AA_AS	635
ESC_SA7580AA_AS	641
ESC_NA8119AA_AS	648
ESC_GB5362AA_AS	648
ESC_WA9206AA_AS	655
ESC_IA0482AA_AS	655
ESC_SA4156AA_AS	675
ESC_MB6221AA_AS	718
ESC_SA4948AA_AS	744
ESC_CB4325AA_AS	90
ESC_QA4169AA_AS	906
ESC_HA4569AA_AS	93
ESC_LA1156AA_AS	93
ESC_QA2802AA_AS	93
ESC_GB5474AA_AS	95
ESC_BA7139AA_AS	95
ESC_NB4064AA_AS	998
ESC_IA8820AA_AS	998
ESC_FB0004AA_AS	148
ESC_PA4043AA_AS	38
ESC_FB9833AA_AS	101
ESC_JA6711AA_AS	148
ESC_VA3180AA_AS	243
ESC_GB5418AA_AS	410
ESC_KA0355AA_AS	25
ESC_FB9657AA_AS	131
ESC_GB8854AA_AS	167
ESC_RA0680AA_AS	167
ESC_IA8907AA_AS	23
ESC_TA2496AA_AS	362
ESC_HA7192AA_AS	101
ESC_GA0825AA_AS	146
ESC_FB3415AA_AS	34
ESC_KA9467AA_AS	1060
ESC_IB7972AA_AS	155
ESC_EB8384AA_AS	145
ESC_PA8212AA_AS	1196
ESC_WA8068AA_AS	33
ESC_BA6859AA_AS	300
ESC_EB8276AA_AS	243
ESC_RB8289AA_AS	405
ESC_GA3536AA_AS	1967
ESC_IA4052AA_AS	226
ESC_PA0894AA_AS	226
ESC_KA0154AA_AS	25
ESC_PB0979AA_AS	38
ESC_IB7843AA_AS	23
ESC_BA8035AA_AS	12
ESC_UA1447AA_AS	300
ESC_IB6582AA_AS	394
ESC_SA7477AA_AS	306
ESC_HA6339AA_AS	12
ESC_WA8947AA_AS	4
ESC_LA6270AA_AS	443
ESC_MA3914AA_AS	4
ESC_JA3802AA_AS	442
ESC_YA1644AA_AS	141
ESC_SA4719AA_AS	295
ESC_FB3069AA_AS	394
ESC_PA9547AA_AS	1060
ESC_IA4728AA_AS	224
ESC_LA0474AA_AS	1196
ESC_NA8596AA_AS	245
ESC_EB9821AA_AS	148
ESC_IB8332AA_AS	394
ESC_DB2102AA_AS	3580
ESC_JB8395AA_AS	43
ESC_UA3699AA_AS	372
ESC_BA1356AA_AS	1196
ESC_EB8798AA_AS	1025
ESC_VA9473AA_AS	43
ESC_SA6840AA_AS	40
ESC_SA5333AA_AS	29
ESC_HA4650AA_AS	223
ESC_QA3434AA_AS	3580
ESC_VA2762AA_AS	349
ESC_LB2787AA_AS	399
ESC_FB6790AA_AS	141
ESC_LB0277AA_AS	23
ESC_WA6829AA_AS	349
ESC_SA5386AA_AS	189
ESC_SA5196AA_AS	278
ESC_RA5425AA_AS	443
ESC_VA2578AA_AS	443
ESC_CB4990AA_AS	453
ESC_JA0739AA_AS	453
ESC_RA5016AA_AS	453
ESC_LA0239AA_AS	453
ESC_GB8791AA_AS	457
ESC_IA9048AA_AS	46
ESC_FB7764AA_AS	46
ESC_GB8802AA_AS	48
ESC_RA8689AA_AS	48
ESC_WA7370AA_AS	540
ESC_TA8361AA_AS	542
ESC_OB1163AA_AS	542
ESC_MB2441AA_AS	542
ESC_OB1344AA_AS	56
ESC_RA5036AA_AS	57
ESC_NB9905AA_AS	57
ESC_ZA6412AA_AS	58
ESC_NA8837AA_AS	583
ESC_AA9540AA_AS	583
ESC_PA9523AA_AS	583
ESC_SA5803AA_AS	59
ESC_FB3311AA_AS	59
ESC_FA8182AA_AS	6
ESC_MA3702AA_AS	602
ESC_NB3694AA_AS	602
ESC_HA9742AA_AS	617
ESC_GA5308AA_AS	635
ESC_LB2676AA_AS	635
ESC_FB1570AA_AS	641
ESC_BA7130AA_AS	641
ESC_HA0010AA_AS	655
ESC_LB0261AA_AS	69
ESC_WA5700AA_AS	744
ESC_ZA5423AA_AS	746
ESC_CB8793AA_AS	88
ESC_TA4183AA_AS	906
ESC_HA8499AA_AS	906
ESC_RB2235AA_AS	93
ESC_KA6971AA_AS	95
ESC_MA7316AA_AS	998
ESC_IA9228AA_AS	448
ESC_UA1731AA_AS	3580
ESC_GA1000AA_AS	146
ESC_NA2873AA_AS	141
ESC_ZA4887AA_AS	1196
ESC_SA5737AA_AS	399
ESC_BB7568AA_AS	21
ESC_SA4767AA_AS	33
ESC_GA0891AA_AS	146
ESC_GB3424AA_AS	34
ESC_GA3612AA_AS	394
ESC_NA3244AA_AS	29
ESC_ZA5822AA_AS	223
ESC_SA6196AA_AS	33
ESC_LB1010AA_AS	306
ESC_HA8566AA_AS	349
ESC_PA3810AA_AS	442
ESC_BA7811AA_AS	393
ESC_LB9660AA_AS	162
ESC_JA7505AA_AS	38
ESC_TA8111AA_AS	342
ESC_HA5440AA_AS	25
ESC_FA9889AA_AS	398
ESC_LA0784AA_AS	226
ESC_WA4339AA_AS	3580
ESC_WA7968AA_AS	300
ESC_GA5431AA_AS	245
ESC_LB7289AA_AS	1193
ESC_LB3203AA_AS	345
ESC_HA6147AA_AS	1967
ESC_QA3474AA_AS	442
ESC_HA1825AA_AS	278
ESC_LA5712AA_AS	156
ESC_KA9697AA_AS	223
ESC_LB3046AA_AS	189
ESC_CB9403AA_AS	38
ESC_HA9157AA_AS	4
ESC_LB8106AA_AS	189
ESC_CB9043AA_AS	43
ESC_TA4181AA_AS	224
ESC_UA1604AA_AS	165
ESC_PA7801AA_AS	32
ESC_LB0287AA_AS	182
ESC_RA6609AA_AS	189
ESC_SA2363AA_AS	3580
ESC_GA5250AA_AS	398
ESC_CA1605AA_AS	17
ESC_GB0183AA_AS	21
ESC_PA2764AA_AS	32
ESC_MB6292AA_AS	206
ESC_CB7771AA_AS	40
ESC_LA1428AA_AS	1967
ESC_MB6450AA_AS	206
ESC_GA6912AA_AS	399
ESC_NB3642AA_AS	453
ESC_WA5252AA_AS	162
ESC_WA6587AA_AS	23
ESC_NB5277AA_AS	117
ESC_LB9591AA_AS	442
ESC_IA7103AA_AS	20
ESC_WA0495AA_AS	141
ESC_TA9929AA_AS	117
ESC_IA4117AA_AS	165
ESC_GB3660AA_AS	141
ESC_HA9799AA_AS	453
ESC_IA0789AA_AS	457
ESC_FA6565AA_AS	542
ESC_ZA3432AA_AS	56
ESC_UA5209AA_AS	58
ESC_UA7341AA_AS	583
ESC_MB8640AA_AS	59
ESC_LA0558AA_AS	617
ESC_JA0835AA_AS	617
ESC_FB2990AA_AS	62
ESC_FB2989AA_AS	62
ESC_HB5615AA_AS	635
ESC_LB2730AA_AS	635
ESC_PA9473AA_AS	648
ESC_PA2732AA_AS	655
ESC_SB3083AA_AS	675
ESC_IA0791AA_AS	69
ESC_MB6214AA_AS	718
ESC_SA6621AA_AS	746
ESC_SA9883AA_AS	746
ESC_IA4261AA_AS	746
ESC_KA9940AA_AS	746
ESC_BA7114AA_AS	752
ESC_HB8825AA_AS	90
ESC_NB9912AA_AS	906
