Assembly_barcode	year_range	year_range_colour	Disease	Disease_color	Isolate source	isolate_source_colour	Capsule_color	Best match locus	Continent	continent_color
ESC_IC4213AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_IC4214AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_IC4238AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#7e9000	KL142	North America	#33a02c
ESC_IC4257AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_IC4477AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_IC4637AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_IC4638AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_IC5312AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_IC5338AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_IC5449AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#005A9C	KL115	North America	#33a02c
ESC_IC5646AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_IC5831AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#d66384	KL101	Europe	#a6cee3
ESC_IC6476AA_AS	2010-2014	#1f78b4	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC6479AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC6481AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC6482AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC6485AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC6495AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC6498AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC6504AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC6505AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC6507AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC6732AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC6735AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC6737AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC6779AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#35978f	KL48	Europe	#a6cee3
ESC_IC6781AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC6783AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC6785AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC6786AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC6806AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC6811AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#d5d36e	KL9	Europe	#a6cee3
ESC_IC6817AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC6820AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#35978f	KL48	Europe	#a6cee3
ESC_IC6821AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7040AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7042AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7044AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7084AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7087AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7092AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7093AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7096AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7098AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7104AA_AS	2015-2019	#fdae61	blood	red	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7109AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7110AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7116AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#aac201	KL121	Europe	#a6cee3
ESC_IC7120AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#4695f0	KL103	Europe	#a6cee3
ESC_IC7161AA_AS	2020-2024	#d73027	rectal	#bf812d	Human	#fdc086	black	KL124	North America	#33a02c
ESC_IC7198AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_IC7209AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7210AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7216AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7218AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7227AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7228AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7233AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7234AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7290AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7301AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7303AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7320AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7323AA_AS	2015-2019	#fdae61	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7333AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7339AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	Europe	#a6cee3
ESC_IC7342AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_IC7371AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_IC7373AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_IC7403AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_IC7404AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_IC7411AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_IC8474AA_AS	2020-2024	#d73027	rectal	#bf812d	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_IC8900AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_IC9262AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_IC9473AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_IC9934AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_IC9935AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_IC9940AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#35978f	KL48	Asia	#1f78b4
ESC_IC9941AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_IC9948AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_IC9949AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_IC9952AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#35978f	KL48	Asia	#1f78b4
ESC_JC0033AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_JC0198AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#6A3D9A	KL20	North America	#33a02c
ESC_JC0440AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_JC0444AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_JC0458AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#d5d36e	KL9	Asia	#1f78b4
ESC_JC0510AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#f553f0	KL39	Asia	#1f78b4
ESC_JC0511AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#35978f	KL48	Asia	#1f78b4
ESC_JC0514AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#35978f	KL48	Asia	#1f78b4
ESC_JC0520AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#35978f	KL48	Asia	#1f78b4
ESC_JC0521AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#f553f0	KL39	Asia	#1f78b4
ESC_JC0523AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	Asia	#1f78b4
ESC_JC1674AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#d37505	KL114	Asia	#1f78b4
ESC_JC1676AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#d37505	KL114	Asia	#1f78b4
ESC_JC1677AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#d37505	KL114	Asia	#1f78b4
ESC_JC1678AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#d37505	KL114	Asia	#1f78b4
ESC_JC2756AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#d37505	KL114	Asia	#1f78b4
ESC_JC3028AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_JC3669AA_AS	2015-2019	#fdae61	UTI/urine	#ffff33	Human	#fdc086	black	KL124	Asia	#1f78b4
ESC_JC4590AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	#E31A1C	KL57	Asia	#1f78b4
ESC_JC4609AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	#E31A1C	KL57	Asia	#1f78b4
ESC_JC4695AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_JC4713AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#6A3D9A	KL20	North America	#33a02c
ESC_JC5300AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_JC5303AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_JC5864AA_AS	2015-2019	#fdae61	blood	red	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_JC5879AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#E31A1C	KL57	North America	#33a02c
ESC_JC6825AA_AS	2015-2019	#fdae61	other	#afafaf			#6A3D9A	KL20	Asia	#1f78b4
ESC_JC6955AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#35978f	KL48	North America	#33a02c
ESC_JC7029AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#afafaf	KL16	Europe	#a6cee3
ESC_JC7066AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#afafaf	KL16	Europe	#a6cee3
ESC_JC7093AA_AS	2015-2019	#fdae61	other	#afafaf			#afafaf	Unassigned	Asia	#1f78b4
ESC_JC7365AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#35978f	KL48	North America	#33a02c
ESC_JC7594AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_JC7614AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_JC7615AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_JC7618AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_JC7644AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_JC7653AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#d37505	KL114	North America	#33a02c
ESC_JC8157AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_JC8159AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_JC8162AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_JC8163AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_JC8165AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_JC8249AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_JC8258AA_AS	2020-2024	#d73027	other	#afafaf			black	KL124	Asia	#1f78b4
ESC_JC8263AA_AS	2020-2024	#d73027	other	#afafaf			black	KL124	Asia	#1f78b4
ESC_JC8285AA_AS	2020-2024	#d73027	other	#afafaf			#abf186	KL14	Asia	#1f78b4
ESC_JC8419AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#d5d36e	KL9	Asia	#1f78b4
ESC_JC8467AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_JC8650AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_JC8832AA_AS	2015-2019	#fdae61	blood	red	Human	#fdc086	#4695f0	KL103	North America	#33a02c
ESC_JC8833AA_AS	2015-2019	#fdae61	blood	red	Human	#fdc086	#6A3D9A	KL20	North America	#33a02c
ESC_JC8917AA_AS	2015-2019	#fdae61	blood	red	Human	#fdc086	#4695f0	KL103	North America	#33a02c
ESC_JC8835AA_AS	2015-2019	#fdae61	blood	red	Human	#fdc086	#d5d36e	KL9	North America	#33a02c
ESC_JC8836AA_AS	2015-2019	#fdae61	blood	red	Human	#fdc086	#4695f0	KL103	North America	#33a02c
ESC_JC8837AA_AS	2015-2019	#fdae61	blood	red	Human	#fdc086	#4695f0	KL103	North America	#33a02c
ESC_JC9150AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#CAB2D6	KL123	North America	#33a02c
ESC_JC8961AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	#CAB2D6	KL123	North America	#33a02c
ESC_JC9091AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_JC8964AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_JC8966AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_JC9011AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	black	KL124	Asia	#1f78b4
ESC_JC9014AA_AS	2015-2019	#fdae61	blood	red	Human	#fdc086	black	KL124	Asia	#1f78b4
ESC_JC9036AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_JC9037AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#6A3D9A	KL20	North America	#33a02c
ESC_JC9117AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_JC9416AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_JC9682AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_JC9688AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_JC9723AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_JC9724AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_JC9726AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	#afafaf	Unassigned	North America	#33a02c
ESC_JC9811AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_JC9812AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_JC9814AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_KC0880AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	black	KL124	Asia	#1f78b4
ESC_KC0912AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	black	KL124	Asia	#1f78b4
ESC_KC0914AA_AS	2010-2014	#1f78b4	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_KC0915AA_AS	2010-2014	#1f78b4	other	#afafaf	Human	#fdc086	#afafaf	KL125	Asia	#1f78b4
ESC_KC0917AA_AS	2010-2014	#1f78b4	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	Asia	#1f78b4
ESC_KC0919AA_AS	2015-2019	#fdae61	other	#afafaf	Human	#fdc086	#4695f0	KL103	Asia	#1f78b4
ESC_KC0934AA_AS	2010-2014	#1f78b4	other	#afafaf	Human	#fdc086	#afafaf	KL125	Asia	#1f78b4
ESC_KC1024AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	#904f02	KL158	North America	#33a02c
ESC_KC1036AA_AS	2015-2019	#fdae61	blood	red	Human	#fdc086	#4695f0	KL103	North America	#33a02c
ESC_KC1778AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#6A3D9A	KL20	North America	#33a02c
ESC_KC1779AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#6A3D9A	KL20	North America	#33a02c
ESC_KC1782AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_KC1784AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#7e9000	KL142	North America	#33a02c
ESC_KC1785AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#7e9000	KL142	North America	#33a02c
ESC_KC1787AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_KC1788AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_KC1791AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_KC1794AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#6A3D9A	KL20	North America	#33a02c
ESC_KC1838AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_KC1841AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_KC1904AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	#E31A1C	KL57	North America	#33a02c
ESC_KC1911AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#7e9000	KL142	North America	#33a02c
ESC_KC2082AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#35978f	KL48	North America	#33a02c
ESC_KC2271AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#E31A1C	KL57	Oceania	#e31a1c
ESC_KC2717AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_KC2718AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#4695f0	KL103	North America	#33a02c
ESC_KC2719AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_KC2720AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_KC2761AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_KC2765AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_KC2766AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_KC2963AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_KC3355AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#29c722	KL127	North America	#33a02c
ESC_KC3361AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_KC3364AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_KC3367AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#6A3D9A	KL20	North America	#33a02c
ESC_KC3374AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_KC3557AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#abf186	KL14	North America	#33a02c
ESC_KC3379AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#4695f0	KL103	North America	#33a02c
ESC_KC3559AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_KC4429AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_KC4542AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_KC4578AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_KC4979AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_KC5044AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_KC5065AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_KC5273AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#3dfc7d	KL30	North America	#33a02c
ESC_KC5279AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#3dfc7d	KL30	North America	#33a02c
ESC_KC5280AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#3dfc7d	KL30	North America	#33a02c
ESC_KC5283AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#3dfc7d	KL30	North America	#33a02c
ESC_KC5284AA_AS	2020-2024	#d73027	other	#afafaf	Animal	#7fc97f	#3dfc7d	KL30	North America	#33a02c
ESC_KC5882AA_AS	2020-2024	#d73027	other	#afafaf	Human	#fdc086	black	KL124	North America	#33a02c
ESC_KC5900AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_KC5902AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	#abf186	KL14	North America	#33a02c
ESC_KC5903AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#abf186	KL14	North America	#33a02c
ESC_KC6003AA_AS	2020-2024	#d73027	rectal	#bf812d	Human	#fdc086	#4695f0	KL103	North America	#33a02c
ESC_KC6169AA_AS	2020-2024	#d73027	blood	red	Human	#fdc086	#3dfc7d	KL30	North America	#33a02c
ESC_KC6351AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	black	KL124	North America	#33a02c
ESC_KC6353AA_AS	2020-2024	#d73027	UTI/urine	#ffff33	Human	#fdc086	#6A3D9A	KL20	North America	#33a02c
ESC_KC6815AA_AS	2010-2014	#1f78b4	other	#afafaf			#6A3D9A	KL20	North America	#33a02c
ESC_KC7359AA_AS	2010-2014	#1f78b4	UTI/urine	#ffff33	Human	#fdc086	#7e9000	KL142	North America	#33a02c
