Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
ESC_JC0523AA_AS	KL48	K48	None	?-	75.83%	95.98%	n/a	14 / 21 (66.7%)	KL48_01_galF,99.331%;KL48_02_cpsACP,99.048%;KL48_03_wzi,99.791%;KL48_04_wza,99.471%;KL48_05_wzb,100.0%;KL48_13,100.0%;KL48_14_wzx,100.0%;KL48_15_wcqE,99.387%;KL48_16_gnd,100.0%;KL48_17_rmlB,100.0%;KL48_18_rmlA,99.655%;KL48_19_rmlD,100.0%;KL48_20_rmlC,99.459%;KL48_21_ugd,100.0%	KL48_06_wzc;KL48_07_wcaA;KL48_08_wcaJ;KL48_09_wclL;KL48_10_wzy;KL48_11_wcqD;KL48_12_wckU	0		0 / 21 (0%)		3	KL150_19_gmd,85.285%;KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC1674AA_AS	KL114	unknown (KL114)	Good	?-*	100.00%	97.79%	n/a	17 / 19 (89.5%)	KL114_01_galF,98.997%;KL114_02_cpsACP,96.19%;KL114_03_wzi,94.966%;KL114_04_wza,99.736%;KL114_05_wzb,99.306%;KL114_06_wzc,99.305%;KL114_08_wzy,99.764%;KL114_09_wciP,99.745%;KL114_10_wzx,99.798%;KL114_11_wcqZ,100.0%;KL114_12_wcuQ,99.744%;KL114_13,98.456%;KL114_14_wbaZ,100.0%;KL114_16_gnd,99.787%;KL114_17_manC,99.364%;KL114_18_manB,99.125%;KL114_19_ugd,100.0%	KL114_07_wbaP;KL114_15	0		0 / 19 (0%)		1	KL131_09_rmlB,80.226%
ESC_JC1676AA_AS	KL114	unknown (KL114)	Good	?-*	100.00%	97.79%	n/a	17 / 19 (89.5%)	KL114_01_galF,98.997%;KL114_02_cpsACP,96.19%;KL114_03_wzi,94.966%;KL114_04_wza,99.736%;KL114_05_wzb,99.306%;KL114_06_wzc,99.305%;KL114_08_wzy,99.764%;KL114_09_wciP,99.745%;KL114_10_wzx,99.798%;KL114_11_wcqZ,100.0%;KL114_12_wcuQ,99.744%;KL114_13,98.456%;KL114_14_wbaZ,100.0%;KL114_16_gnd,99.787%;KL114_17_manC,99.364%;KL114_18_manB,99.125%;KL114_19_ugd,100.0%	KL114_07_wbaP;KL114_15	0		0 / 19 (0%)		1	KL131_09_rmlB,80.226%
ESC_JC1677AA_AS	KL114	unknown (KL114)	Good	?-*	100.00%	97.79%	n/a	17 / 19 (89.5%)	KL114_01_galF,98.997%;KL114_02_cpsACP,96.19%;KL114_03_wzi,94.966%;KL114_04_wza,99.736%;KL114_05_wzb,99.306%;KL114_06_wzc,99.305%;KL114_08_wzy,99.764%;KL114_09_wciP,99.745%;KL114_10_wzx,99.798%;KL114_11_wcqZ,100.0%;KL114_12_wcuQ,99.744%;KL114_13,98.456%;KL114_14_wbaZ,100.0%;KL114_16_gnd,99.787%;KL114_17_manC,99.364%;KL114_18_manB,99.125%;KL114_19_ugd,100.0%	KL114_07_wbaP;KL114_15	0		0 / 19 (0%)		1	KL131_09_rmlB,80.226%
ESC_JC1678AA_AS	KL114	unknown (KL114)	Good	?-*	100.00%	97.79%	n/a	18 / 19 (94.7%)	KL114_01_galF,98.997%;KL114_02_cpsACP,96.19%;KL114_03_wzi,94.966%;KL114_04_wza,99.736%;KL114_05_wzb,99.306%;KL114_06_wzc,99.305%;KL114_07_wbaP,99.79%;KL114_08_wzy,99.764%;KL114_09_wciP,99.745%;KL114_10_wzx,99.798%;KL114_11_wcqZ,100.0%;KL114_12_wcuQ,99.744%;KL114_13,98.456%;KL114_14_wbaZ,100.0%;KL114_16_gnd,99.787%;KL114_17_manC,99.364%;KL114_18_manB,99.125%;KL114_19_ugd,100.0%	KL114_15	0		0 / 19 (0%)		1	KL131_09_rmlB,80.226%
ESC_JC2756AA_AS	KL114	unknown (KL114)	Good	?-*	100.00%	97.79%	n/a	17 / 19 (89.5%)	KL114_01_galF,98.997%;KL114_02_cpsACP,96.19%;KL114_03_wzi,94.966%;KL114_04_wza,99.736%;KL114_05_wzb,99.306%;KL114_06_wzc,99.305%;KL114_08_wzy,99.764%;KL114_09_wciP,99.745%;KL114_10_wzx,99.798%;KL114_11_wcqZ,100.0%;KL114_12_wcuQ,99.744%;KL114_13,98.456%;KL114_14_wbaZ,100.0%;KL114_16_gnd,99.787%;KL114_17_manC,99.364%;KL114_18_manB,99.125%;KL114_19_ugd,100.0%	KL114_07_wbaP;KL114_15	0		0 / 19 (0%)		1	KL131_09_rmlB,80.226%
ESC_JC3028AA_AS	KL124	unknown (KL124)	Good	-	98.82%	97.21%	+400 bp	20 / 22 (90.9%)	KL124_01_galF,98.997%;KL124_03_wzi,97.908%;KL124_04_wza,99.472%;KL124_05_wzb,99.31%;KL124_06_wzc,99.446%;KL124_07_wbaP,99.581%;KL124_08_wctK,99.342%;KL124_09_wcuP,99.315%;KL124_10_wclJ,97.491%;KL124_11_wzy,98.966%;KL124_12,98.309%;KL124_13_wcuA,98.818%;KL124_14_wcaL,99.022%;KL124_15_wzx,99.548%;KL124_16_gnd,100.0%;KL124_18_rmlB,99.437%;KL124_19_rmlA,97.569%;KL124_20_rmlD,99.327%;KL124_21_rmlC,97.838%;KL124_22_ugd,100.0%	KL124_02_cpsACP;KL124_17_wclK	0		0 / 22 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC3669AA_AS	KL124	unknown (KL124)	Good	-	98.82%	97.20%	+400 bp	20 / 22 (90.9%)	KL124_01_galF,98.997%;KL124_03_wzi,97.908%;KL124_04_wza,99.472%;KL124_05_wzb,99.31%;KL124_06_wzc,99.446%;KL124_07_wbaP,99.581%;KL124_08_wctK,99.342%;KL124_09_wcuP,99.315%;KL124_10_wclJ,97.491%;KL124_11_wzy,98.966%;KL124_12,98.309%;KL124_13_wcuA,98.818%;KL124_14_wcaL,99.022%;KL124_15_wzx,99.548%;KL124_16_gnd,100.0%;KL124_18_rmlB,99.437%;KL124_19_rmlA,97.569%;KL124_20_rmlD,99.327%;KL124_21_rmlC,97.838%;KL124_22_ugd,100.0%	KL124_02_cpsACP;KL124_17_wclK	0		0 / 22 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC4557AA_AS	KL103	unknown (KL103)	None	?-	89.27%	98.56%	n/a	17 / 21 (81.0%)	KL103_01_galF,99.331%;KL103_02_cpsACP,98.095%;KL103_03_wzi,98.954%;KL103_04_wza,99.737%;KL103_05_wzb,100.0%;KL103_06_wzc,99.722%;KL103_07_wbaP,99.791%;KL103_08_wcaA,99.342%;KL103_09,100.0%;KL103_10,99.575%;KL103_15_wzx,100.0%;KL103_16_gnd,99.36%;KL103_17_rmlB,100.0%;KL103_18_rmlA,99.655%;KL103_19_rmlD,99.663%;KL103_20_rmlC,100.0%;KL103_21_ugd,99.743%	KL103_11_wcaN;KL103_12_wzy;KL103_13_wcpL;KL103_14_wcuT	0		0 / 21 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC4590AA_AS	KL57	K57	Good	?-	99.51%	96.43%	n/a	17 / 18 (94.4%)	KL57_01_galF,98.662%;KL57_03_wzi,96.25%;KL57_04_wza,97.619%;KL57_05_wzb,100.0%;KL57_06_wzc,96.671%;KL57_07_wcaJ,96.436%;KL57_08_wzx,97.951%;KL57_09_wckX,100.0%;KL57_10_wckW,99.178%;KL57_11_wzy,98.473%;KL57_12,99.765%;KL57_13_vanT,98.471%;KL57_14_wbaZ,99.479%;KL57_15_gnd,99.36%;KL57_16_manC,96.186%;KL57_17_manB,98.031%;KL57_18_ugd,99.486%	KL57_02_cpsACP	0		0 / 18 (0%)		3	KL150_19_gmd,98.209%;KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC4609AA_AS	KL57	K57	Good	?-	99.51%	96.42%	n/a	17 / 18 (94.4%)	KL57_01_galF,98.662%;KL57_03_wzi,96.042%;KL57_04_wza,97.619%;KL57_05_wzb,100.0%;KL57_06_wzc,96.671%;KL57_07_wcaJ,96.436%;KL57_08_wzx,97.951%;KL57_09_wckX,100.0%;KL57_10_wckW,99.178%;KL57_11_wzy,98.473%;KL57_12,99.765%;KL57_13_vanT,98.471%;KL57_14_wbaZ,99.479%;KL57_15_gnd,99.36%;KL57_16_manC,96.186%;KL57_17_manB,98.031%;KL57_18_ugd,99.486%	KL57_02_cpsACP	0		0 / 18 (0%)		3	KL150_19_gmd,98.209%;KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC4695AA_AS	KL124	unknown (KL124)	Good	-	98.82%	97.21%	+400 bp	20 / 22 (90.9%)	KL124_01_galF,98.997%;KL124_03_wzi,97.908%;KL124_04_wza,99.472%;KL124_05_wzb,99.31%;KL124_06_wzc,99.446%;KL124_07_wbaP,99.581%;KL124_08_wctK,99.342%;KL124_09_wcuP,99.315%;KL124_10_wclJ,97.491%;KL124_11_wzy,98.966%;KL124_12,98.309%;KL124_13_wcuA,98.818%;KL124_14_wcaL,99.022%;KL124_15_wzx,99.548%;KL124_16_gnd,100.0%;KL124_18_rmlB,99.437%;KL124_19_rmlA,97.569%;KL124_20_rmlD,99.327%;KL124_21_rmlC,97.838%;KL124_22_ugd,100.0%	KL124_02_cpsACP;KL124_17_wclK	0		0 / 22 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC4713AA_AS	KL20	K20	Good	-	94.56%	98.27%	-1300 bp	16 / 18 (88.9%)	KL20_01_galF,99.331%;KL20_03_wzi,99.408%;KL20_04_wza,99.211%;KL20_05_wzb,100.0%;KL20_06_wzc,98.619%;KL20_07_wbaP,99.581%;KL20_08_wzy,99.757%;KL20_09,99.422%;KL20_10_wcaN,99.306%;KL20_11_wcaO,98.413%;KL20_12,99.76%;KL20_14_wzx,99.286%;KL20_15_gnd,99.574%;KL20_16_manC,98.941%;KL20_17_manB,99.344%;KL20_18_ugd,99.229%	KL20_02_cpsACP;KL20_13_wbaZ	0		0 / 18 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC5300AA_AS	KL30	K30	Good	?*	98.41%	95.86%	n/a	20 / 20 (100%)	KL30_01_galF,99.331%;KL30_02_cpsACP,92.381%;KL30_03_wzi,96.436%;KL30_04_wza,100.0%;KL30_05_wzb,99.306%;KL30_06_wzc,99.171%;KL30_07_wcuL,99.369%;KL30_08_wzx,100.0%;KL30_09_wcuD,96.364%;KL30_10_wzy,92.009%;KL30_11_wckP,92.011%;KL30_12_wckO,93.59%;KL30_13_wckN,91.797%;KL30_14,93.816%;KL30_15_wcuG,81.127%;KL30_16_wcaJ,97.854%;KL30_17_gnd,99.147%;KL30_18_manC,99.153%;KL30_19_manB,99.574%;KL30_20_ugd,99.743%		0		0 / 20 (0%)		2	KL36_09_rmlB,80.057%;KL156-D1_01_galF,93.624%
ESC_JC5303AA_AS	KL124	unknown (KL124)	Good	-	98.82%	97.21%	+400 bp	20 / 22 (90.9%)	KL124_01_galF,98.997%;KL124_03_wzi,97.908%;KL124_04_wza,99.472%;KL124_05_wzb,99.31%;KL124_06_wzc,99.446%;KL124_07_wbaP,99.581%;KL124_08_wctK,99.342%;KL124_09_wcuP,99.315%;KL124_10_wclJ,97.491%;KL124_11_wzy,98.966%;KL124_12,98.309%;KL124_13_wcuA,98.818%;KL124_14_wcaL,99.022%;KL124_15_wzx,99.548%;KL124_16_gnd,100.0%;KL124_18_rmlB,99.437%;KL124_19_rmlA,97.569%;KL124_20_rmlD,99.327%;KL124_21_rmlC,97.838%;KL124_22_ugd,100.0%	KL124_02_cpsACP;KL124_17_wclK	0		0 / 22 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC5864AA_AS	KL30	K30	Good	?*	98.41%	95.86%	n/a	20 / 20 (100%)	KL30_01_galF,99.331%;KL30_02_cpsACP,92.381%;KL30_03_wzi,96.436%;KL30_04_wza,100.0%;KL30_05_wzb,99.306%;KL30_06_wzc,99.171%;KL30_07_wcuL,99.369%;KL30_08_wzx,100.0%;KL30_09_wcuD,96.364%;KL30_10_wzy,92.009%;KL30_11_wckP,92.011%;KL30_12_wckO,93.59%;KL30_13_wckN,91.797%;KL30_14,93.816%;KL30_15_wcuG,81.127%;KL30_16_wcaJ,97.854%;KL30_17_gnd,99.147%;KL30_18_manC,99.153%;KL30_19_manB,99.574%;KL30_20_ugd,99.743%		0		0 / 20 (0%)		2	KL36_09_rmlB,80.057%;KL156-D1_01_galF,93.624%
ESC_JC5879AA_AS	KL57	K57	Good	?-	99.51%	96.42%	n/a	17 / 18 (94.4%)	KL57_01_galF,98.662%;KL57_03_wzi,96.042%;KL57_04_wza,97.619%;KL57_05_wzb,100.0%;KL57_06_wzc,96.671%;KL57_07_wcaJ,96.436%;KL57_08_wzx,97.951%;KL57_09_wckX,100.0%;KL57_10_wckW,99.178%;KL57_11_wzy,98.473%;KL57_12,99.765%;KL57_13_vanT,98.471%;KL57_14_wbaZ,99.479%;KL57_15_gnd,99.36%;KL57_16_manC,96.186%;KL57_17_manB,98.031%;KL57_18_ugd,99.486%	KL57_02_cpsACP	0		0 / 18 (0%)		3	KL150_19_gmd,98.209%;KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC6825AA_AS	KL20	K20	Good	-	94.71%	98.35%	-1301 bp	17 / 18 (94.4%)	KL20_01_galF,99.331%;KL20_03_wzi,99.408%;KL20_04_wza,99.211%;KL20_05_wzb,100.0%;KL20_06_wzc,98.619%;KL20_07_wbaP,99.581%;KL20_08_wzy,99.757%;KL20_09,99.422%;KL20_10_wcaN,99.306%;KL20_11_wcaO,98.413%;KL20_12,99.52%;KL20_13_wbaZ,99.407%;KL20_14_wzx,99.286%;KL20_15_gnd,99.574%;KL20_16_manC,98.941%;KL20_17_manB,99.344%;KL20_18_ugd,99.229%	KL20_02_cpsACP	0		0 / 18 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC6955AA_AS	KL48	K48	Good	?-	100.00%	98.86%	n/a	20 / 21 (95.2%)	KL48_01_galF,99.331%;KL48_02_cpsACP,99.048%;KL48_03_wzi,99.791%;KL48_04_wza,99.471%;KL48_05_wzb,100.0%;KL48_06_wzc,99.722%;KL48_07_wcaA,99.67%;KL48_09_wclL,99.265%;KL48_10_wzy,100.0%;KL48_11_wcqD,99.627%;KL48_12_wckU,100.0%;KL48_13,100.0%;KL48_14_wzx,100.0%;KL48_15_wcqE,99.387%;KL48_16_gnd,100.0%;KL48_17_rmlB,100.0%;KL48_18_rmlA,99.655%;KL48_19_rmlD,100.0%;KL48_20_rmlC,99.459%;KL48_21_ugd,100.0%	KL48_08_wcaJ	0		0 / 21 (0%)		3	KL150_19_gmd,85.285%;KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC7029AA_AS	KL16	K16	Very high	*	99.77%	97.09%	+146 bp	22 / 22 (100%)	KL16_01_galF,98.997%;KL16_02_cpsACP,92.381%;KL16_03_wzi,99.163%;KL16_04_wza,99.735%;KL16_05_wzb,99.31%;KL16_06_wzc,98.605%;KL16_07_wzx,99.01%;KL16_08_wzy,97.706%;KL16_09_gtf1,98.408%;KL16_10_vatD,98.352%;KL16_11_lacA,98.913%;KL16_12_sunS,97.735%;KL16_13_gmd,99.464%;KL16_14_fcl,98.762%;KL16_15_gmm,98.039%;KL16_16,99.259%;KL16_17_wcaJ,100.0%;KL16_18_gnd,100.0%;KL16_19,96.088%;KL16_20_manC,97.669%;KL16_21_manB,99.344%;KL16_22_ugd,100.0%		0		0 / 22 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC7066AA_AS	KL16	K16	Very high	*	99.77%	97.09%	+146 bp	22 / 22 (100%)	KL16_01_galF,98.997%;KL16_02_cpsACP,92.381%;KL16_03_wzi,99.163%;KL16_04_wza,99.735%;KL16_05_wzb,99.31%;KL16_06_wzc,98.466%;KL16_07_wzx,99.01%;KL16_08_wzy,97.706%;KL16_09_gtf1,98.408%;KL16_10_vatD,98.352%;KL16_11_lacA,98.913%;KL16_12_sunS,97.735%;KL16_13_gmd,99.464%;KL16_14_fcl,98.762%;KL16_15_gmm,98.039%;KL16_16,99.259%;KL16_17_wcaJ,100.0%;KL16_18_gnd,100.0%;KL16_19,96.088%;KL16_20_manC,97.669%;KL16_21_manB,99.344%;KL16_22_ugd,100.0%		0		0 / 22 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC7093AA_AS	KL10	K10	Low	?-	94.63%	95.34%	n/a	17 / 20 (85%)	KL10_01_galF,98.997%;KL10_02_cpsACP,95.714%;KL10_03_wzi,95.625%;KL10_04_wza,99.736%;KL10_05_wzb,98.621%;KL10_06_wzc,99.722%;KL10_07_wbaP,99.16%;KL10_08_wclQ,99.471%;KL10_09_wclP,99.231%;KL10_10_wzx,99.799%;KL10_11_wcuQ,99.244%;KL10_12_wcaN,96.834%;KL10_16_wbaZ,98.947%;KL10_17_gnd,98.721%;KL10_18_manC,97.246%;KL10_19_manB,97.155%;KL10_20_ugd,99.486%	KL10_13_wcuK;KL10_14_wzy;KL10_15_wcsO	0		0 / 20 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC7365AA_AS	KL48	K48	Very high		100.00%	98.84%	-1 bp	21 / 21 (100%)	KL48_01_galF,99.331%;KL48_02_cpsACP,99.048%;KL48_03_wzi,99.791%;KL48_04_wza,99.471%;KL48_05_wzb,100.0%;KL48_06_wzc,99.722%;KL48_07_wcaA,99.01%;KL48_08_wcaJ,100.0%;KL48_09_wclL,99.265%;KL48_10_wzy,100.0%;KL48_11_wcqD,99.627%;KL48_12_wckU,100.0%;KL48_13,100.0%;KL48_14_wzx,100.0%;KL48_15_wcqE,99.387%;KL48_16_gnd,100.0%;KL48_17_rmlB,100.0%;KL48_18_rmlA,99.655%;KL48_19_rmlD,100.0%;KL48_20_rmlC,99.459%;KL48_21_ugd,100.0%		0		0 / 21 (0%)		2	KL150_19_gmd,85.285%;KL131_09_rmlB,80.226%
ESC_JC7594AA_AS	KL30	K30	Good	?*	98.37%	95.85%	n/a	20 / 20 (100%)	KL30_01_galF,99.331%;KL30_02_cpsACP,92.381%;KL30_03_wzi,96.436%;KL30_04_wza,100.0%;KL30_05_wzb,99.306%;KL30_06_wzc,99.171%;KL30_07_wcuL,99.369%;KL30_08_wzx,100.0%;KL30_09_wcuD,96.364%;KL30_10_wzy,92.009%;KL30_11_wckP,92.011%;KL30_12_wckO,93.629%;KL30_13_wckN,91.797%;KL30_14,93.816%;KL30_15_wcuG,81.127%;KL30_16_wcaJ,96.559%;KL30_17_gnd,99.147%;KL30_18_manC,99.153%;KL30_19_manB,99.574%;KL30_20_ugd,99.743%		0		0 / 20 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC7614AA_AS	KL124	unknown (KL124)	Good	-	98.82%	97.21%	+400 bp	20 / 22 (90.9%)	KL124_01_galF,98.997%;KL124_03_wzi,97.908%;KL124_04_wza,99.472%;KL124_05_wzb,99.31%;KL124_06_wzc,99.446%;KL124_07_wbaP,99.581%;KL124_08_wctK,99.342%;KL124_09_wcuP,99.315%;KL124_10_wclJ,97.491%;KL124_11_wzy,98.966%;KL124_12,98.309%;KL124_13_wcuA,98.818%;KL124_14_wcaL,99.022%;KL124_15_wzx,99.548%;KL124_16_gnd,100.0%;KL124_18_rmlB,99.437%;KL124_19_rmlA,97.569%;KL124_20_rmlD,99.327%;KL124_21_rmlC,97.838%;KL124_22_ugd,100.0%	KL124_02_cpsACP;KL124_17_wclK	0		0 / 22 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC7615AA_AS	KL124	unknown (KL124)	Good	-	98.82%	97.21%	+400 bp	20 / 22 (90.9%)	KL124_01_galF,98.997%;KL124_03_wzi,97.908%;KL124_04_wza,99.472%;KL124_05_wzb,99.31%;KL124_06_wzc,99.446%;KL124_07_wbaP,99.581%;KL124_08_wctK,99.342%;KL124_09_wcuP,99.315%;KL124_10_wclJ,97.491%;KL124_11_wzy,98.966%;KL124_12,98.309%;KL124_13_wcuA,98.818%;KL124_14_wcaL,99.022%;KL124_15_wzx,99.548%;KL124_16_gnd,100.0%;KL124_18_rmlB,99.437%;KL124_19_rmlA,97.569%;KL124_20_rmlD,99.327%;KL124_21_rmlC,97.838%;KL124_22_ugd,100.0%	KL124_02_cpsACP;KL124_17_wclK	0		0 / 22 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC7618AA_AS	KL124	unknown (KL124)	Good	-	98.82%	97.21%	+400 bp	20 / 22 (90.9%)	KL124_01_galF,98.997%;KL124_03_wzi,97.908%;KL124_04_wza,99.472%;KL124_05_wzb,99.31%;KL124_06_wzc,99.446%;KL124_07_wbaP,99.581%;KL124_08_wctK,99.342%;KL124_09_wcuP,99.315%;KL124_10_wclJ,97.491%;KL124_11_wzy,98.966%;KL124_12,98.309%;KL124_13_wcuA,98.818%;KL124_14_wcaL,99.022%;KL124_15_wzx,99.548%;KL124_16_gnd,100.0%;KL124_18_rmlB,99.437%;KL124_19_rmlA,97.569%;KL124_20_rmlD,99.327%;KL124_21_rmlC,97.838%;KL124_22_ugd,100.0%	KL124_02_cpsACP;KL124_17_wclK	0		0 / 22 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC7644AA_AS	KL124	unknown (KL124)	Good	-	98.82%	97.21%	+400 bp	20 / 22 (90.9%)	KL124_01_galF,98.997%;KL124_03_wzi,97.908%;KL124_04_wza,99.472%;KL124_05_wzb,99.31%;KL124_06_wzc,99.446%;KL124_07_wbaP,99.581%;KL124_08_wctK,99.342%;KL124_09_wcuP,99.315%;KL124_10_wclJ,97.491%;KL124_11_wzy,98.966%;KL124_12,98.309%;KL124_13_wcuA,98.818%;KL124_14_wcaL,99.022%;KL124_15_wzx,99.548%;KL124_16_gnd,100.0%;KL124_18_rmlB,99.437%;KL124_19_rmlA,97.569%;KL124_20_rmlD,99.327%;KL124_21_rmlC,97.838%;KL124_22_ugd,100.0%	KL124_02_cpsACP;KL124_17_wclK	0		0 / 22 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC7653AA_AS	KL114	unknown (KL114)	Good	?-*	100.00%	97.79%	n/a	18 / 19 (94.7%)	KL114_01_galF,98.997%;KL114_02_cpsACP,96.19%;KL114_03_wzi,94.966%;KL114_04_wza,99.736%;KL114_05_wzb,99.306%;KL114_06_wzc,99.444%;KL114_07_wbaP,99.79%;KL114_08_wzy,99.764%;KL114_09_wciP,99.745%;KL114_10_wzx,99.798%;KL114_11_wcqZ,100.0%;KL114_12_wcuQ,99.744%;KL114_13,98.456%;KL114_14_wbaZ,99.742%;KL114_16_gnd,99.787%;KL114_17_manC,99.364%;KL114_18_manB,99.125%;KL114_19_ugd,100.0%	KL114_15	0		0 / 19 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC8157AA_AS	KL30	K30	Good	?*	98.41%	95.86%	n/a	20 / 20 (100%)	KL30_01_galF,99.331%;KL30_02_cpsACP,92.381%;KL30_03_wzi,96.436%;KL30_04_wza,100.0%;KL30_05_wzb,99.306%;KL30_06_wzc,99.171%;KL30_07_wcuL,99.369%;KL30_08_wzx,100.0%;KL30_09_wcuD,96.364%;KL30_10_wzy,92.009%;KL30_11_wckP,92.011%;KL30_12_wckO,93.59%;KL30_13_wckN,91.797%;KL30_14,93.816%;KL30_15_wcuG,81.127%;KL30_16_wcaJ,97.854%;KL30_17_gnd,99.147%;KL30_18_manC,99.153%;KL30_19_manB,99.574%;KL30_20_ugd,99.743%		0		0 / 20 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC8159AA_AS	KL124	unknown (KL124)	Good	-	98.82%	97.21%	+400 bp	20 / 22 (90.9%)	KL124_01_galF,98.997%;KL124_03_wzi,97.908%;KL124_04_wza,99.472%;KL124_05_wzb,99.31%;KL124_06_wzc,99.446%;KL124_07_wbaP,99.581%;KL124_08_wctK,99.342%;KL124_09_wcuP,99.315%;KL124_10_wclJ,97.491%;KL124_11_wzy,98.966%;KL124_12,98.309%;KL124_13_wcuA,98.818%;KL124_14_wcaL,99.022%;KL124_15_wzx,99.548%;KL124_16_gnd,100.0%;KL124_18_rmlB,99.437%;KL124_19_rmlA,97.569%;KL124_20_rmlD,99.327%;KL124_21_rmlC,97.838%;KL124_22_ugd,100.0%	KL124_02_cpsACP;KL124_17_wclK	0		0 / 22 (0%)		1	KL131_09_rmlB,80.226%
ESC_JC8162AA_AS	KL124	unknown (KL124)	Good	-	98.82%	97.20%	+400 bp	20 / 22 (90.9%)	KL124_01_galF,98.997%;KL124_03_wzi,97.908%;KL124_04_wza,99.472%;KL124_05_wzb,99.31%;KL124_06_wzc,99.307%;KL124_07_wbaP,99.581%;KL124_08_wctK,99.342%;KL124_09_wcuP,99.315%;KL124_10_wclJ,97.491%;KL124_11_wzy,98.966%;KL124_12,98.309%;KL124_13_wcuA,98.818%;KL124_14_wcaL,99.022%;KL124_15_wzx,99.548%;KL124_16_gnd,100.0%;KL124_18_rmlB,99.437%;KL124_19_rmlA,97.569%;KL124_20_rmlD,99.327%;KL124_21_rmlC,97.838%;KL124_22_ugd,100.0%	KL124_02_cpsACP;KL124_17_wclK	0		0 / 22 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC8163AA_AS	KL30	K30	Good	?*	98.41%	95.86%	n/a	20 / 20 (100%)	KL30_01_galF,99.331%;KL30_02_cpsACP,92.381%;KL30_03_wzi,96.436%;KL30_04_wza,100.0%;KL30_05_wzb,99.306%;KL30_06_wzc,99.171%;KL30_07_wcuL,99.369%;KL30_08_wzx,100.0%;KL30_09_wcuD,96.364%;KL30_10_wzy,92.009%;KL30_11_wckP,92.011%;KL30_12_wckO,93.59%;KL30_13_wckN,91.797%;KL30_14,93.816%;KL30_15_wcuG,81.127%;KL30_16_wcaJ,97.854%;KL30_17_gnd,99.147%;KL30_18_manC,99.153%;KL30_19_manB,99.574%;KL30_20_ugd,99.743%		0		0 / 20 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
ESC_JC8165AA_AS	KL124	unknown (KL124)	Good	-	98.82%	97.21%	+400 bp	20 / 22 (90.9%)	KL124_01_galF,98.997%;KL124_03_wzi,97.908%;KL124_04_wza,99.472%;KL124_05_wzb,99.31%;KL124_06_wzc,99.446%;KL124_07_wbaP,99.581%;KL124_08_wctK,99.342%;KL124_09_wcuP,99.315%;KL124_10_wclJ,97.491%;KL124_11_wzy,98.966%;KL124_12,98.309%;KL124_13_wcuA,98.818%;KL124_14_wcaL,99.022%;KL124_15_wzx,99.548%;KL124_16_gnd,100.0%;KL124_18_rmlB,99.437%;KL124_19_rmlA,97.569%;KL124_20_rmlD,99.327%;KL124_21_rmlC,97.838%;KL124_22_ugd,100.0%	KL124_02_cpsACP;KL124_17_wclK	0		0 / 22 (0%)		2	KL131_09_rmlB,80.226%;KL156-D1_01_galF,93.624%
